row_id,median_price,uncertainty_width,uncertainty_score,base_spread,raw_uncertainty_penalty,uncertainty_penalty,hit_max_uncertainty_penalty,total_spread,buy_offer,sale_date,actual_price,price_per_sqft,zipcode,bedrooms,bathrooms,sqft_living,sqft_lot,lot_to_living_ratio,waterfront,view,condition,grade,yr_built,home_age,was_renovated,lat,long,offer_to_q50,offer_discount_to_actual,cap_excess_penalty
17300,512026.42768637906,281387.902496252,0.5495573807932521,0.05,0.08243360711898781,0.08243360711898781,False,0.13243360711898783,444216.92092762236,2015-03-10,472000.0,262.22222222222223,98008,2,2.25,1800,2748,1.5266666666666666,0,0,4,9,1979,36,0,47.6104,-122.113,0.8675663928810122,0.058862455661817026,0.0
17301,561343.5334433494,334054.622731914,0.5950983717275272,0.05,0.08926475575912908,0.08926475575912908,False,0.13926475575912908,483168.16336139484,2015-03-10,542000.0,301.1111111111111,98008,2,2.25,1800,2819,1.566111111111111,0,2,4,9,1979,36,0,47.6104,-122.113,0.8607352442408709,0.10854582405646707,0.0
17302,1462537.7639985378,699317.3974890728,0.4781533952170632,0.05,0.07172300928255948,0.07172300928255948,False,0.12172300928255948,1284513.2661752498,2015-03-10,1700000.0,446.1942257217848,98004,5,2.75,3810,9360,2.456692913385827,0,0,3,10,2014,1,0,47.6039,-122.194,0.8782769907174404,0.24440396107338247,0.0
17303,352519.0679708661,127528.07753857889,0.36176221125467867,0.05,0.0542643316882018,0.0542643316882018,False,0.1042643316882018,315763.902941536,2015-03-10,346900.0,176.09137055837564,98055,4,2.5,1970,5106,2.5918781725888325,0,0,3,8,1999,16,0,47.449,-122.205,0.8957356683117983,0.08975525240260596,0.0
17304,275411.56883774744,197485.39387985252,0.7170555496751722,0.05,0.10755833245127581,0.1,True,0.15000000000000002,234099.83351208532,2015-03-10,212625.0,221.484375,98126,2,1.0,960,5000,5.208333333333333,0,0,3,6,1951,64,0,47.5188,-122.372,0.85,-0.10099862909857871,0.007558332451275809
17305,675425.153749271,138037.1736307433,0.2043707920329911,0.05,0.030655618804948666,0.030655618804948666,False,0.08065561880494868,620948.3200171959,2015-03-10,628990.0,247.63385826771653,98053,4,2.5,2540,32647,12.853149606299212,0,0,3,9,1996,19,0,47.6324,-121.988,0.9193443811950514,0.012785068097750485,0.0
17306,232567.22012460974,113620.89793428237,0.48855078490169074,0.05,0.0732826177352536,0.0732826177352536,False,0.1232826177352536,203895.7244282369,2015-03-10,252000.0,175.0,98023,3,1.75,1440,16819,11.67986111111111,0,0,4,6,1925,90,0,47.3318,-122.373,0.8767173822647464,0.19088998242763133,0.0
17307,272952.3788423407,149540.20694779867,0.5478618929134674,0.05,0.0821792839370201,0.0821792839370201,False,0.1321792839370201,236873.7288580539,2015-03-10,255000.0,130.76923076923077,98023,2,1.75,1950,8200,4.205128205128205,0,0,3,8,1975,40,0,47.3161,-122.382,0.8678207160629798,0.07108341624292591,0.0
17308,364950.3923492651,156702.1833574563,0.42937940783877565,0.05,0.06440691117581634,0.06440691117581634,False,0.11440691117581635,323197.5452281834,2015-03-10,285000.0,134.43396226415095,98133,4,2.0,2120,6865,3.2382075471698113,0,0,3,7,1954,61,0,47.7775,-122.337,0.8855930888241836,-0.13402647448485405,0.0
17309,407400.10159447126,119871.98021422577,0.2942365005435053,0.05,0.04413547508152579,0.04413547508152579,False,0.0941354750815258,369049.29948261386,2015-03-10,380000.0,121.7948717948718,98023,4,2.5,3120,5001,1.6028846153846155,0,0,3,9,2005,10,0,47.2779,-122.349,0.9058645249184742,0.02881763294048989,0.0
17310,277551.3560272848,86282.4892523142,0.31087035742614844,0.05,0.046630553613922265,0.046630553613922265,False,0.09663055361392227,250731.41483807346,2015-03-10,300000.0,165.74585635359117,98001,3,1.5,1810,8232,4.548066298342541,0,0,3,8,1988,27,0,47.3195,-122.273,0.9033694463860777,0.1642286172064218,0.0
17311,424684.36241768784,65152.420238829916,0.15341374913812075,0.05,0.023012062370718112,0.023012062370718112,False,0.07301206237071811,393677.28126097895,2015-03-10,425000.0,287.1621621621622,98029,3,2.5,1480,1386,0.9364864864864865,0,0,3,8,2005,10,0,47.5468,-121.998,0.9269879376292819,0.07370051468004957,0.0
17312,301855.53453705675,183722.01743053936,0.6086422026758799,0.05,0.09129633040138198,0.09129633040138198,False,0.14129633040138198,259204.455195623,2015-03-10,419950.0,274.47712418300654,98166,4,1.0,1530,7920,5.176470588235294,0,0,3,7,1955,60,0,47.4544,-122.36,0.858703669598618,0.38277305585040355,0.0
17313,209610.77664736426,137907.7498485475,0.6579229944868468,0.05,0.098688449173027,0.098688449173027,False,0.148688449173027,178444.0753377139,2015-03-10,205950.0,212.31958762886597,98198,3,1.0,970,11963,12.33298969072165,0,0,4,6,1970,45,0,47.3776,-122.315,0.851311550826973,0.13355632271078466,0.0
17314,467926.0002490173,161955.6272769643,0.3461137598483008,0.05,0.05191706397724512,0.05191706397724512,False,0.10191706397724512,420236.3561450218,2015-03-10,510000.0,573.0337078651686,98115,2,1.0,890,6095,6.848314606741573,0,0,3,7,1947,68,0,47.6823,-122.298,0.8980829360227549,0.17600714481368274,0.0
17315,303543.60327361414,107407.93388817055,0.3538468039840492,0.05,0.05307702059760738,0.05307702059760738,False,0.10307702059760739,272255.23302670784,2015-03-10,299900.0,128.71244635193133,98023,4,2.75,2330,7200,3.0901287553648067,0,0,4,8,1977,38,0,47.3203,-122.385,0.8969229794023926,0.09217994989427192,0.0
17316,496700.10876728373,107720.72885700449,0.21687277082412382,0.05,0.032530915623618574,0.032530915623618574,False,0.08253091562361858,455706.99400036887,2015-03-10,495000.0,313.2911392405063,98053,2,2.0,1580,5203,3.293037974683544,0,0,3,8,2004,11,0,47.7174,-122.032,0.9174690843763814,0.07937981010026496,0.0
17317,480829.6479735563,193521.86769200803,0.40247490666933866,0.05,0.0603712360004008,0.0603712360004008,False,0.1103712360004008,427759.8854210773,2015-03-10,425000.0,425.0,98115,3,1.0,1000,5100,5.1,0,0,3,7,1946,69,0,47.6857,-122.293,0.8896287639995992,-0.006493848049593742,0.0
17318,354914.7936730534,292922.9465070771,0.8253331552499809,0.05,0.12379997328749712,0.1,True,0.15000000000000002,301677.5746220954,2015-03-10,451000.0,357.93650793650795,98027,4,1.75,1260,7250,5.753968253968254,0,0,3,6,1943,72,0,47.5267,-122.032,0.85,0.3310918522791677,0.02379997328749711
17319,261415.8315514725,64958.98273199404,0.24848909244122686,0.05,0.037273363866184024,0.037273363866184024,False,0.08727336386618403,238601.1925640998,2015-03-10,245000.0,127.53774076002082,98001,4,2.5,1921,4888,2.544508068714211,0,0,3,7,2009,6,0,47.2689,-122.24,0.912726636133816,0.02611758137102127,0.0
17320,1067842.927471956,464493.0654083438,0.4349825741768959,0.05,0.06524738612653438,0.06524738612653438,False,0.11524738612653439,944776.8212871066,2015-03-10,1135000.0,383.44594594594594,98119,4,3.25,2960,4296,1.4513513513513514,0,0,3,9,2007,8,0,47.6526,-122.372,0.8847526138734656,0.16759751428448755,0.0
17321,565187.1958101431,265572.819632479,0.4698847065206513,0.05,0.07048270597809769,0.07048270597809769,False,0.1204827059780977,497091.91307476413,2015-03-10,565000.0,500.0,98199,3,1.75,1130,5111,4.523008849557522,0,0,4,7,1942,73,0,47.6379,-122.4,0.8795172940219023,0.12019130429245284,0.0
17322,536519.745636617,255233.68339529948,0.4757209505727463,0.05,0.07135814258591194,0.07135814258591194,False,0.12135814258591195,471408.7058454912,2015-03-10,420000.0,175.73221757322176,98118,3,1.5,2390,4600,1.9246861924686192,0,0,3,8,1920,95,1,47.5383,-122.268,0.8786418574140881,-0.12240168058450296,0.0
17323,1120632.5125575021,607876.6988910171,0.5424407127932812,0.05,0.08136610691899218,0.08136610691899218,False,0.1313661069189922,973419.3820959744,2015-03-10,1080000.0,288.7700534759358,98052,5,3.5,3740,11340,3.0320855614973263,0,0,3,10,2013,2,0,47.6628,-122.143,0.8686338930810078,0.09868575731854223,0.0
17324,890823.9174077358,311289.66878956906,0.34944017858816623,0.05,0.052416026788224934,0.052416026788224934,False,0.10241602678822494,799589.2712189137,2015-03-10,915000.0,382.8451882845188,98109,3,2.25,2390,2750,1.1506276150627615,0,0,5,8,1925,90,0,47.6339,-122.354,0.8975839732117751,0.12613194402304506,0.0
17325,535243.5989938964,263743.4865745406,0.4927541162011135,0.05,0.07391311743016701,0.07391311743016701,False,0.12391311743016702,468919.89605802053,2015-03-10,570000.0,335.29411764705884,98117,3,1.0,1700,4750,2.7941176470588234,0,0,4,6,1909,106,0,47.6819,-122.389,0.876086882569833,0.1773335156876833,0.0
17326,350411.16084117396,145225.95641184598,0.4144444373952762,0.05,0.062166665609291426,0.062166665609291426,False,0.11216666560929142,311106.70933733834,2015-03-10,399950.0,199.975,98042,3,2.5,2000,30605,15.3025,0,0,4,8,1989,26,0,47.3442,-122.062,0.8878333343907086,0.22213599365586112,0.0
17327,411586.09380742186,81495.38044254837,0.19800324080113227,0.05,0.029700486120169838,0.029700486120169838,False,0.07970048612016983,378782.48205066856,2015-03-10,420000.0,238.63636363636363,98065,2,2.75,1760,4139,2.3517045454545453,0,0,3,8,2010,5,0,47.5175,-121.878,0.9202995138798303,0.09813694749840818,0.0
17328,574336.9822809261,181797.61868067872,0.3165347597131676,0.05,0.04748021395697514,0.04748021395697514,False,0.09748021395697515,518350.490364778,2015-03-10,580000.0,264.8401826484018,98052,3,2.25,2190,8188,3.7388127853881277,0,0,3,8,1978,37,0,47.6883,-122.113,0.9025197860430249,0.10629225799176212,0.0
17329,609059.7239023253,168324.0562321737,0.2763670780160925,0.05,0.04145506170241387,0.04145506170241387,False,0.09145506170241388,553358.1292723829,2015-03-10,645000.0,339.4736842105263,98119,3,2.5,1900,1258,0.6621052631578948,0,0,3,7,2007,8,0,47.6465,-122.358,0.9085449382975861,0.14208041973273966,0.0
17330,541177.5403022119,119935.93101710908,0.22162030403207936,0.05,0.0332430456048119,0.0332430456048119,False,0.08324304560481191,496128.2736345349,2015-03-10,485000.0,293.93939393939394,98052,3,1.75,1650,9500,5.757575757575758,0,0,3,8,1967,48,0,47.631,-122.098,0.9167569543951881,-0.022944894091824652,0.0
17331,669863.657715576,299374.72387637943,0.4469188922673185,0.05,0.06703783384009777,0.06703783384009777,False,0.11703783384009778,591464.2662483403,2015-03-10,704111.0,286.2239837398374,98034,4,2.75,2460,9520,3.869918699186992,0,1,3,8,1976,39,0,47.7021,-122.233,0.8829621661599022,0.15998434018451602,0.0
17332,444603.41383386974,140652.9740952812,0.31635603713073945,0.05,0.04745340556961092,0.04745340556961092,False,0.09745340556961092,401275.29702788405,2015-03-10,415000.0,199.51923076923077,98028,3,2.75,2080,9600,4.615384615384615,0,0,3,7,1988,27,0,47.7698,-122.238,0.9025465944303891,0.03307157342678546,0.0
17333,269739.74549422617,202678.40680643168,0.7513850301707579,0.05,0.11270775452561367,0.1,True,0.15000000000000002,229278.78367009223,2015-03-10,315001.0,210.00066666666666,98058,3,1.75,1500,10230,6.82,0,0,2,7,1968,47,0,47.4349,-122.168,0.85,0.27213315618016376,0.012707754525613665
17334,615166.9791149935,287248.95528443507,0.4669446915009713,0.05,0.07004170372514569,0.07004170372514569,False,0.1200417037251457,541321.2868665785,2015-03-10,680000.0,422.360248447205,98033,3,2.5,1610,8064,5.008695652173913,0,2,4,7,1981,34,0,47.6818,-122.189,0.8799582962748542,0.2039392840197375,0.0
17335,343665.24963110656,330657.05483715935,0.9621486466615105,0.05,0.14432229699922655,0.1,True,0.15000000000000002,292115.4621864406,2015-03-10,410000.0,202.97029702970298,98118,2,1.0,2020,7540,3.732673267326733,0,0,3,7,1921,94,0,47.5359,-122.28,0.8500000000000001,0.28752326295990094,0.044322296999226546
17336,308522.74608711014,162783.41732349683,0.5276220939558719,0.05,0.07914331409338078,0.07914331409338078,False,0.12914331409338078,268679.0961842301,2015-03-10,335000.0,293.859649122807,98045,3,1.5,1140,15890,13.93859649122807,0,0,3,7,1985,30,0,47.4752,-121.757,0.8708566859066192,0.1979728472112534,0.0
17337,379737.1845875371,118497.10547780007,0.31205030817961443,0.05,0.046807546226942165,0.046807546226942165,False,0.09680754622694217,342975.7595364902,2015-03-10,370000.0,135.03649635036496,98031,5,2.5,2740,5460,1.9927007299270072,0,0,3,8,2005,10,0,47.4042,-122.204,0.9031924537730578,0.07303848773921573,0.0
17338,618482.9426989515,208398.15355585562,0.3369505271179226,0.05,0.050542579067688394,0.050542579067688394,False,0.1005425790676884,556299.0725306255,2015-03-10,550000.0,185.8108108108108,98005,5,2.5,2960,9877,3.3368243243243243,0,0,4,7,1960,55,0,47.5866,-122.171,0.8994574209323115,-0.011452859146591887,0.0
17339,472664.60657108505,203943.09111361147,0.4314752750223959,0.05,0.06472129125335939,0.06472129125335939,False,0.11472129125335939,418439.9125754891,2015-03-10,485000.0,238.91625615763547,98027,3,1.75,2030,10089,4.969950738916256,0,0,4,8,1976,39,0,47.5217,-122.05,0.8852787087466406,0.13723729365878534,0.0
17340,435200.5367193074,280488.17373426416,0.6445032808292961,0.05,0.09667549212439441,0.09667549212439441,False,0.1466754921243944,371367.2838232024,2015-03-10,441000.0,233.33333333333334,98133,3,2.5,1890,11036,5.839153439153439,0,0,3,8,1973,42,0,47.7426,-122.354,0.8533245078756055,0.15789731559364528,0.0
17341,619937.2271170602,281002.37758892204,0.45327553387249886,0.05,0.06799133008087482,0.06799133008087482,False,0.11799133008087483,546790.0091228689,2015-03-10,685530.0,219.0191693290735,98014,4,2.5,3130,60467,19.3185303514377,0,0,3,9,1996,19,0,47.6618,-121.962,0.8820086699191252,0.20238354393991675,0.0
17342,259495.5985225795,270742.135600789,1.0433399916693804,0.05,0.15650099875040704,0.1,True,0.15000000000000002,220571.25874419257,2015-03-10,340000.0,507.46268656716416,98024,3,1.0,670,23522,35.10746268656717,0,0,4,6,1968,47,0,47.5329,-121.89,0.85,0.3512610036935513,0.05650099875040704
17343,540497.49581365,176748.71176803514,0.32701115756690513,0.05,0.04905167363503577,0.04905167363503577,False,0.09905167363503578,486960.3142577622,2015-03-10,525000.0,383.2116788321168,98119,3,3.5,1370,1764,1.2875912408759125,0,0,3,8,2000,15,0,47.6511,-122.368,0.9009483263649642,0.07245654427092907,0.0
17344,593568.5426342133,181538.77475317533,0.30584298478406496,0.05,0.04587644771760974,0.04587644771760974,False,0.09587644771760975,536659.2992895264,2015-03-10,620000.0,201.9543973941368,98059,5,2.5,3070,34991,11.39771986970684,0,0,3,9,1995,20,0,47.4721,-122.148,0.9041235522823903,0.13442048501689285,0.0
17345,505928.30957300815,200930.39604009362,0.39715191310340836,0.05,0.05957278696551125,0.05957278696551125,False,0.10957278696551126,450492.33468834375,2015-03-10,525000.0,312.5,98033,4,1.5,1680,10500,6.25,0,0,3,7,1962,53,0,47.6806,-122.166,0.8904272130344888,0.14191936249839288,0.0
17346,688604.5810859002,196121.0071638755,0.2848093267904216,0.05,0.042721399018563234,0.042721399018563234,False,0.09272139901856324,624756.2009570239,2015-03-10,629950.0,374.9702380952381,98119,3,2.5,1680,1683,1.0017857142857143,0,0,3,9,2014,1,0,47.6424,-122.374,0.9072786009814368,0.008244779812645597,0.0
17347,339516.02229936444,78956.82636512828,0.23255699636911092,0.05,0.03488354945536664,0.03488354945536664,False,0.08488354945536664,310696.697229627,2015-03-10,343000.0,303.53982300884957,98103,3,3.5,1130,1449,1.2823008849557522,0,0,3,7,2005,10,0,47.6968,-122.348,0.9151164505446334,0.09417872527805538,0.0
17348,839953.8520737803,276262.81150547275,0.3289023686520414,0.05,0.049335355297806215,0.049335355297806215,False,0.09933535529780621,756516.7377442704,2015-03-10,820000.0,259.49367088607596,98040,5,2.5,3160,8000,2.5316455696202533,0,0,4,7,1960,55,0,47.5735,-122.208,0.9006646447021938,0.07741861250698734,0.0
17349,251973.73302478416,76161.05086706174,0.3022578978879935,0.05,0.04533868468319902,0.04533868468319902,False,0.09533868468319903,227950.88874348567,2015-03-10,275000.0,166.66666666666666,98023,3,1.75,1650,7700,4.666666666666667,0,0,4,8,1977,38,0,47.3155,-122.365,0.9046613153168009,0.17108767729641572,0.0
17350,493751.0831727325,218574.51488024532,0.4426815906422626,0.05,0.06640223859633938,0.06640223859633938,False,0.11640223859633939,436277.35178205906,2015-03-10,450000.0,151.00671140939596,98056,4,2.75,2980,13260,4.449664429530201,0,0,4,8,1979,36,0,47.5152,-122.197,0.8835977614036606,0.030494773817646537,0.0
17351,581656.7660148056,194611.19974023156,0.334580823452981,0.05,0.05018712351794715,0.05018712351794715,False,0.10018712351794715,523382.2477530306,2015-03-10,365000.0,200.54945054945054,98103,3,1.75,1820,5555,3.052197802197802,0,0,4,7,1939,76,0,47.6867,-122.352,0.8998128764820529,-0.4339239664466592,0.0
17352,312151.91822466755,136727.8900985089,0.43801713882181137,0.05,0.0657025708232717,0.0657025708232717,False,0.1157025708232717,276035.1387986578,2015-03-10,315500.0,271.98275862068965,98019,3,2.0,1160,10079,8.688793103448276,0,0,3,7,1986,29,0,47.7341,-121.976,0.8842974291767282,0.12508672330060921,0.0
17353,1834798.363023866,1413321.7731026483,0.7702872433205156,0.05,0.11554308649807733,0.1,True,0.15000000000000002,1559578.608570286,2015-03-10,1698000.0,429.873417721519,98112,4,3.5,3950,6240,1.579746835443038,0,0,3,11,2015,0,0,47.6221,-122.29,0.85,0.08152025408110364,0.015543086498077327
17354,748182.4090890118,258996.8014070976,0.3461679909347943,0.05,0.05192519864021914,0.05192519864021914,False,0.10192519864021915,671923.7684234965,2015-03-10,722080.0,196.2173913043478,98074,3,3.25,3680,7650,2.078804347826087,0,0,3,9,1988,27,0,47.6272,-122.033,0.8980748013597807,0.06946076830337844,0.0
17355,311986.08759097476,75456.54112244316,0.24185867294624194,0.05,0.03627880094193629,0.03627880094193629,False,0.0862788009419363,285068.30204305955,2015-03-10,352000.0,266.6666666666667,98106,2,2.5,1320,1957,1.4825757575757577,0,0,3,8,2004,11,0,47.5364,-122.365,0.9137211990580637,0.19014686919585355,0.0
17356,458083.8539990129,223003.56739012955,0.4868182221297197,0.05,0.07302273331945795,0.07302273331945795,False,0.12302273331945796,401729.1261905428,2015-03-11,390000.0,157.25806451612902,98042,3,2.5,2480,53250,21.471774193548388,0,0,3,9,1990,25,0,47.3323,-122.079,0.876977266680542,-0.03007468253985346,0.0
17357,771530.937072459,118990.69662120612,0.15422673402146544,0.05,0.023134010103219815,0.023134010103219815,False,0.07313401010321982,715105.7857256552,2015-03-11,675000.0,246.35036496350364,98052,3,2.75,2740,5735,2.093065693430657,0,0,3,9,2004,11,0,47.6862,-122.093,0.9268659898967802,-0.05941597885282235,0.0
17358,424435.6987277493,285893.29713164177,0.6735844746061891,0.05,0.10103767119092837,0.1,True,0.15000000000000002,360770.3439185869,2015-03-11,350000.0,196.62921348314606,98118,4,3.0,1780,4228,2.3752808988764045,0,0,3,7,1953,62,0,47.5488,-122.287,0.85,-0.030772411195962635,0.0010376711909283604
17359,563678.9639769498,149487.4564753913,0.26519963672354496,0.05,0.03977994550853174,0.03977994550853174,False,0.08977994550853174,513071.8973067936,2015-03-11,626000.0,291.16279069767444,98029,3,2.0,2150,7200,3.3488372093023258,0,0,3,8,1988,27,0,47.5709,-122.018,0.9102200544914683,0.1803963301808409,0.0
17360,172624.51314176005,215468.4104594931,1.248191270972909,0.05,0.18722869064593636,0.1,True,0.15000000000000002,146730.83617049604,2015-03-11,157000.0,145.37037037037038,98168,3,1.0,1080,6250,5.787037037037037,0,0,2,5,1950,65,0,47.5045,-122.33,0.85,0.06540868681212708,0.08722869064593636
17361,255256.56780756195,63035.62837029382,0.2469500742398778,0.05,0.03704251113598167,0.03704251113598167,False,0.08704251113598167,233038.39516163975,2015-03-11,256500.0,194.3181818181818,98042,3,2.0,1320,8568,6.490909090909091,0,0,3,7,1993,22,0,47.3904,-122.164,0.9129574888640182,0.09146824498386064,0.0
17362,490138.31904203503,158344.88823085377,0.3230616380705257,0.05,0.04845924571057885,0.04845924571057885,False,0.09845924571057885,441879.6698553052,2015-03-11,430000.0,275.64102564102564,98007,4,1.5,1560,6534,4.188461538461539,0,0,4,7,1962,53,0,47.6012,-122.152,0.9015407542894212,-0.02762713919838422,0.0
17363,403305.9560265827,211885.20650104672,0.5253708836550902,0.05,0.07880563254826353,0.07880563254826353,False,0.12880563254826355,351357.8772500965,2015-03-11,380000.0,365.38461538461536,98126,2,1.0,1040,7372,7.088461538461538,0,0,5,7,1939,76,0,47.5285,-122.378,0.8711943674517364,0.07537400723658805,0.0
17364,1579433.682839021,986127.8075036202,0.6243553105256451,0.05,0.09365329657884676,0.09365329657884676,False,0.14365329657884676,1352542.827571527,2015-03-11,2200000.0,376.71232876712327,98029,5,4.5,5840,17168,2.9397260273972603,0,0,3,12,2006,9,0,47.5457,-121.991,0.8563467034211533,0.3852078056493059,0.0
17365,372907.40299305413,126589.69876048504,0.33946684282597345,0.05,0.050920026423896016,0.050920026423896016,False,0.10092002642389603,335273.57802932867,2015-03-11,302860.0,312.22680412371136,98136,2,1.0,970,3279,3.3804123711340206,0,0,3,7,2007,8,0,47.5469,-122.383,0.899079973576104,-0.10702495552178792,0.0
17366,349808.01341399614,154977.1304803277,0.4430348206372076,0.05,0.06645522309558113,0.06645522309558113,False,0.11645522309558114,309071.0431712472,2015-03-11,365650.0,153.6344537815126,98055,4,2.25,2380,7700,3.235294117647059,0,0,4,8,1977,38,0,47.4391,-122.194,0.8835447769044188,0.15473528464037423,0.0
17367,1116832.264249224,609220.7523718559,0.5454899288582038,0.05,0.08182348932873057,0.08182348932873057,False,0.13182348932873056,969607.5381809844,2015-03-11,1010000.0,288.57142857142856,98115,4,3.5,3500,4080,1.1657142857142857,0,2,3,9,2004,11,0,47.6834,-122.292,0.8681765106712694,0.03999253645447087,0.0
17368,192520.76603079052,202253.277154623,1.0505530459102574,0.05,0.15758295688653862,0.1,True,0.15000000000000002,163642.65112617193,2015-03-11,159100.0,201.39240506329114,98178,2,1.0,790,7095,8.981012658227849,0,0,3,6,1944,71,0,47.4928,-122.239,0.85,-0.02855217552590772,0.05758295688653861
17369,401709.80783834157,272315.33657253196,0.6778906844169429,0.05,0.10168360266254144,0.1,True,0.15000000000000002,341453.3366625903,2015-03-11,645000.0,403.125,98118,4,1.5,1600,6180,3.8625,0,0,3,6,1946,69,0,47.5681,-122.285,0.85,0.4706149819184646,0.0016836026625414308
17370,207242.74689941044,81992.95439934719,0.395637268980729,0.05,0.059345590347109345,0.059345590347109345,False,0.10934559034710935,184581.66639453784,2015-03-11,189950.0,99.45026178010471,98001,4,2.0,1910,4225,2.212041884816754,0,0,4,6,1919,96,0,47.3084,-122.234,0.8906544096528907,0.028261824719463813,0.0
17371,886597.5696489871,542188.9681141912,0.6115389740227342,0.05,0.09173084610341012,0.09173084610341012,False,0.14173084610341014,760939.3459494091,2015-03-11,906000.0,446.30541871921184,98112,3,2.5,2030,1800,0.8866995073891626,0,0,3,9,2013,2,0,47.6199,-122.3,0.8582691538965899,0.16011109718608274,0.0
17372,661985.6946045758,193263.8135190881,0.291945604103319,0.05,0.043791840615497846,0.043791840615497846,False,0.09379184061549785,599896.8378464838,2015-03-11,684000.0,273.6,98052,4,2.5,2500,8434,3.3736,0,0,4,8,1988,27,0,47.6915,-122.101,0.9062081593845023,0.12295783940572547,0.0
17373,483615.2408655642,194142.7944160594,0.4014406040400769,0.05,0.06021609060601153,0.06021609060601153,False,0.11021609060601154,430313.0596598771,2015-03-11,587750.0,660.3932584269663,98103,2,1.0,890,4730,5.314606741573034,0,0,3,7,1941,74,0,47.6876,-122.341,0.8897839093939884,0.2678637862018255,0.0
17374,324146.7554353725,89670.1611052992,0.276634455232662,0.05,0.0414951682848993,0.0414951682848993,False,0.0914951682848993,294488.893497809,2015-03-11,345000.0,156.8181818181818,98023,4,2.75,2200,13498,6.135454545454546,0,0,3,8,1987,28,0,47.3148,-122.35,0.9085048317151007,0.1464090043541768,0.0
17375,832527.2761257067,506155.0676631101,0.6079741555358765,0.05,0.09119612333038148,0.09119612333038148,False,0.14119612333038148,714977.652169955,2015-03-11,967000.0,519.8924731182796,98103,4,3.25,1860,4356,2.3419354838709676,0,0,3,9,1917,98,1,47.6785,-122.351,0.8588038766696187,0.2606229036505119,0.0
