row_id,scenario,shock_factor,actual_price,stressed_sale_price,sale_week,q10,q50,q90,baseline_buy_offer,baseline_total_spread,feedback_multiplier_used,feedback_sample_count,feedback_q50,feedback_buy_offer,baseline_q50_error,feedback_q50_error,baseline_abs_pct_error,feedback_abs_pct_error,baseline_offer_to_stressed_sale,feedback_offer_to_stressed_sale,baseline_overpay,feedback_overpay,offer_change,offer_change_pct,sale_ratio,estimated_operating_cost,baseline_net_pnl_proxy,feedback_net_pnl_proxy,baseline_roi_proxy,feedback_roi_proxy,baseline_negative_pnl,feedback_negative_pnl
17300,downside_5pct,0.95,472000.0,448400.0,2015-03-09,432833.73708874744,512026.42768637906,714221.6395849994,444216.92092762236,0.13243360711898783,1.0,0,512026.42768637906,444216.92092762236,-63626.42768637906,-63626.42768637906,0.14189658270824945,0.14189658270824945,0.9906710993033505,0.9906710993033505,False,False,0.0,0.0,0.8757360475046596,17936.0,-13752.920927622356,-13752.920927622356,-0.030959921335061348,-0.030959921335061348,True,True
17301,downside_5pct,0.95,542000.0,514900.0,2015-03-09,463899.47368526744,561343.5334433494,797954.0964171814,483168.16336139484,0.13926475575912908,1.0,0,561343.5334433494,483168.16336139484,-46443.53344334941,-46443.53344334941,0.0901991327313059,0.0901991327313059,0.9383728167826663,0.9383728167826663,False,False,0.0,0.0,0.9172636172390566,20596.0,11135.836638605164,11135.836638605164,0.023047538068595597,0.023047538068595597,False,False
17302,downside_5pct,0.95,1700000.0,1615000.0,2015-03-09,1181812.331062799,1462537.7639985378,1881129.7285518718,1284513.2661752498,0.12172300928255948,1.0,0,1462537.7639985378,1284513.2661752498,152462.2360014622,152462.2360014622,0.09440386130121499,0.09440386130121499,0.7953642515017026,0.7953642515017026,False,False,0.0,0.0,1.104244990970103,64600.0,265886.7338247502,265886.7338247502,0.20699415165749988,0.20699415165749988,False,False
17303,downside_5pct,0.95,346900.0,329555.0,2015-03-09,271800.1564589165,352519.0679708661,399328.2339974954,315763.902941536,0.1042643316882018,1.0,0,352519.0679708661,315763.902941536,-22964.067970866105,-22964.067970866105,0.06968204994876759,0.06968204994876759,0.9581523658919937,0.9581523658919937,False,False,0.0,0.0,0.9348572316866446,13182.2,608.8970584640156,608.8970584640156,0.0019283301631116256,0.0019283301631116256,False,False
17304,downside_5pct,0.95,212625.0,201993.75,2015-03-09,161399.49253974497,275411.56883774744,358884.8864195975,234099.83351208532,0.15000000000000002,1.0,0,275411.56883774744,234099.83351208532,-73417.81883774744,-73417.81883774744,0.36346579454932365,0.36346579454932365,1.158945925366925,1.158945925366925,True,True,0.0,0.0,0.7334250730730927,8079.75,-40185.833512085315,-40185.833512085315,-0.1716610939409777,-0.1716610939409777,True,True
17305,downside_5pct,0.95,628990.0,597540.5,2015-03-09,587742.9279227084,675425.153749271,725780.1015534517,620948.3200171959,0.08065561880494868,1.0,0,675425.153749271,620948.3200171959,-77884.65374927095,-77884.65374927095,0.13034205003555566,0.13034205003555566,1.0391736125286837,1.0391736125286837,True,True,0.0,0.0,0.884687957922599,23901.62,-47309.440017195884,-47309.440017195884,-0.07618901362980698,-0.07618901362980698,True,True
17306,downside_5pct,0.95,252000.0,239400.0,2015-03-09,172985.85850087675,232567.22012460974,286606.7564351591,203895.7244282369,0.1232826177352536,1.0,0,232567.22012460974,203895.7244282369,6832.779875390261,6832.779875390261,0.02854126932076132,0.02854126932076132,0.8516947553393354,0.8516947553393354,False,False,0.0,0.0,1.0293798062845196,9576.0,25928.275571763108,25928.275571763108,0.12716439074174318,0.12716439074174318,False,False
17307,downside_5pct,0.95,255000.0,242250.0,2015-03-09,197302.2378984809,272952.3788423407,346842.44484627957,236873.7288580539,0.1321792839370201,1.0,0,272952.3788423407,236873.7288580539,-30702.378842340724,-30702.378842340724,0.12673840595393487,0.12673840595393487,0.9778069302706043,0.9778069302706043,False,False,0.0,0.0,0.8875174527785499,9690.0,-4313.728858053888,-4313.728858053888,-0.01821109026674242,-0.01821109026674242,True,True
17308,downside_5pct,0.95,285000.0,270750.0,2015-03-09,285995.97359799524,364950.3923492651,442698.15695545153,323197.5452281834,0.11440691117581635,1.0,0,364950.3923492651,323197.5452281834,-94200.39234926511,-94200.39234926511,0.34792388679322295,0.34792388679322295,1.1937120784051094,1.1937120784051094,True,True,0.0,0.0,0.7418816520709112,10830.0,-63277.545228183386,-63277.545228183386,-0.19578597103362366,-0.19578597103362366,True,True
17309,downside_5pct,0.95,380000.0,361000.0,2015-03-09,351434.61720308615,407400.10159447126,471306.5974173119,369049.29948261386,0.0941354750815258,1.0,0,407400.10159447126,369049.29948261386,-46400.101594471256,-46400.101594471256,0.1285321373808068,0.1285321373808068,1.0222972284836949,1.0222972284836949,True,True,0.0,0.0,0.8861067991567213,14440.0,-22489.29948261386,-22489.29948261386,-0.06093846950568008,-0.06093846950568008,True,True
17310,downside_5pct,0.95,300000.0,285000.0,2015-03-09,222778.21336224605,277551.3560272848,309060.70261456026,250731.41483807346,0.09663055361392227,1.0,0,277551.3560272848,250731.41483807346,7448.643972715188,7448.643972715188,0.02613559288671996,0.02613559288671996,0.8797593503090296,0.8797593503090296,False,False,0.0,0.0,1.026836993626444,11400.0,22868.585161926545,22868.585161926545,0.09120749857649653,0.09120749857649653,False,False
17311,downside_5pct,0.95,425000.0,403750.0,2015-03-09,407568.6097245109,424684.36241768784,472721.02996334084,393677.28126097895,0.07301206237071811,1.0,0,424684.36241768784,393677.28126097895,-20934.362417687837,-20934.362417687837,0.05184981403761693,0.05184981403761693,0.9750520898104742,0.9750520898104742,False,False,0.0,0.0,0.9507060672106915,16150.0,-6077.281260978954,-6077.281260978954,-0.015437216091091032,-0.015437216091091032,True,True
17312,downside_5pct,0.95,419950.0,398952.5,2015-03-09,210627.01716705167,301855.53453705675,394349.03459759103,259204.455195623,0.14129633040138198,1.0,0,301855.53453705675,259204.455195623,97096.96546294325,97096.96546294325,0.243379764415421,0.243379764415421,0.6497125727890488,0.6497125727890488,False,False,0.0,0.0,1.3216670040914003,15958.1,123789.94480437698,123789.94480437698,0.47757645489137923,0.47757645489137923,False,False
17313,downside_5pct,0.95,205950.0,195652.5,2015-03-09,132995.4161265723,209610.77664736426,270903.1659751198,178444.0753377139,0.148688449173027,1.0,0,209610.77664736426,178444.0753377139,-13958.276647364255,-13958.276647364255,0.07134218396066626,0.07134218396066626,0.9120459760939109,0.9120459760939109,False,False,0.0,0.0,0.9334085924845039,7826.1,9382.324662286095,9382.324662286095,0.05257851595537481,0.05257851595537481,False,False
17314,downside_5pct,0.95,510000.0,484500.0,2015-03-09,332229.3853381213,467926.0002490173,494185.01261508564,420236.3561450218,0.10191706397724512,1.0,0,467926.0002490173,420236.3561450218,16573.99975098268,16573.99975098268,0.0342084618183337,0.0342084618183337,0.8673609001961234,0.8673609001961234,False,False,0.0,0.0,1.0354201299824384,19380.0,44883.6438549782,44883.6438549782,0.10680571349588099,0.10680571349588099,False,False
17315,downside_5pct,0.95,299900.0,284905.0,2015-03-09,243216.88053382243,303543.60327361414,350624.814421993,272255.23302670784,0.10307702059760739,1.0,0,303543.60327361414,272255.23302670784,-18638.603273614135,-18638.603273614135,0.06542041478252096,0.06542041478252096,0.9556000527428716,0.9556000527428716,False,False,0.0,0.0,0.9385966198180322,11396.2,1253.5669732921633,1253.5669732921633,0.0046043815553370475,0.0046043815553370475,False,False
17316,downside_5pct,0.95,495000.0,470250.0,2015-03-09,444204.92704373953,496700.10876728373,551925.655900744,455706.99400036887,0.08253091562361858,1.0,0,496700.10876728373,455706.99400036887,-26450.10876728373,-26450.10876728373,0.05624690859603133,0.05624690859603133,0.9690738841049843,0.9690738841049843,False,False,0.0,0.0,0.9467483330476252,18810.0,-4266.994000368868,-4266.994000368868,-0.009363459539893334,-0.009363459539893334,True,True
17317,downside_5pct,0.95,425000.0,403750.0,2015-03-09,334301.8893888162,480829.6479735563,527823.7570808242,427759.8854210773,0.1103712360004008,1.0,0,480829.6479735563,427759.8854210773,-77079.6479735563,-77079.6479735563,0.19090934482614563,0.19090934482614563,1.0594672084732566,1.0594672084732566,True,True,0.0,0.0,0.839694477454944,16150.0,-40159.88542107731,-40159.88542107731,-0.09388417846041083,-0.09388417846041083,True,True
17318,downside_5pct,0.95,451000.0,428450.0,2015-03-09,202076.7230023153,354914.7936730534,494999.66950939235,301677.5746220954,0.15000000000000002,1.0,0,354914.7936730534,301677.5746220954,73535.20632694662,73535.20632694662,0.17163077681630673,0.17163077681630673,0.7041138397061393,0.7041138397061393,False,False,0.0,0.0,1.2071911558431319,17138.0,109634.42537790461,109634.42537790461,0.36341589365812543,0.36341589365812543,False,False
17319,downside_5pct,0.95,245000.0,232750.0,2015-03-09,240321.133499857,261415.8315514725,305280.11623185105,238601.1925640998,0.08727336386618403,1.0,0,261415.8315514725,238601.1925640998,-28665.83155147251,-28665.83155147251,0.12316146746067674,0.12316146746067674,1.025139388030504,1.025139388030504,True,True,0.0,0.0,0.8903439344842119,9310.0,-15161.192564099794,-15161.192564099794,-0.06354198150131528,-0.06354198150131528,True,True
17320,downside_5pct,0.95,1135000.0,1078250.0,2015-03-09,793575.673552785,1067842.927471956,1258068.7389611288,944776.8212871066,0.11524738612653439,1.0,0,1067842.927471956,944776.8212871066,10407.072528043995,10407.072528043995,0.009651817786268486,0.009651817786268486,0.8762131428584341,0.8762131428584341,False,False,0.0,0.0,1.0097458832758128,43130.0,90343.1787128934,90343.1787128934,0.0956238305992894,0.0956238305992894,False,False
17321,downside_5pct,0.95,565000.0,536750.0,2015-03-09,418642.13176424627,565187.1958101431,684214.9513967253,497091.91307476413,0.1204827059780977,1.0,0,565187.1958101431,497091.91307476413,-28437.195810143137,-28437.195810143137,0.052980336861002585,0.052980336861002585,0.9261144165342602,0.9261144165342602,False,False,0.0,0.0,0.9496853502327117,21470.0,18188.086925235868,18188.086925235868,0.036588981729220614,0.036588981729220614,False,False
17322,downside_5pct,0.95,420000.0,399000.0,2015-03-09,339574.5390100593,536519.745636617,594808.2224053588,471408.7058454912,0.12135814258591195,1.0,0,536519.745636617,471408.7058454912,-137519.74563661695,-137519.74563661695,0.3446610166331252,0.3446610166331252,1.1814754532468452,1.1814754532468452,True,True,0.0,0.0,0.7436818555979884,15960.0,-88368.7058454912,-88368.7058454912,-0.18745666923354382,-0.18745666923354382,True,True
17323,downside_5pct,0.95,1080000.0,1026000.0,2015-03-09,818891.8768661793,1120632.5125575021,1426768.5757571964,973419.3820959744,0.1313661069189922,1.0,0,1120632.5125575021,973419.3820959744,-94632.51255750214,-94632.51255750214,0.09223441769737051,0.09223441769737051,0.9487518344015345,0.9487518344015345,False,False,0.0,0.0,0.9155543753219043,41040.0,11540.617904025596,11540.617904025596,0.01185575109381554,0.01185575109381554,False,False
17324,downside_5pct,0.95,915000.0,869250.0,2015-03-09,768945.2796629556,890823.9174077358,1080234.9484525246,799589.2712189137,0.10241602678822494,1.0,0,890823.9174077358,799589.2712189137,-21573.917407735833,-21573.917407735833,0.024819001907087527,0.024819001907087527,0.9198611115546893,0.9198611115546893,False,False,0.0,0.0,0.9757820631146555,34770.0,34890.728781086276,34890.728781086276,0.04363581408226999,0.04363581408226999,False,False
17325,downside_5pct,0.95,570000.0,541500.0,2015-03-09,377548.7112542549,535243.5989938964,641292.1978287955,468919.89605802053,0.12391311743016702,1.0,0,535243.5989938964,468919.89605802053,6256.40100610361,6256.40100610361,0.01155383380628552,0.01155383380628552,0.8659647203287545,0.8659647203287545,False,False,0.0,0.0,1.0116888852437729,21660.0,50920.10394197947,50920.10394197947,0.1085901971105082,0.1085901971105082,False,False
17326,downside_5pct,0.95,399950.0,379952.5,2015-03-09,271472.10117378563,350411.16084117396,416698.0575856316,311106.70933733834,0.11216666560929142,1.0,0,350411.16084117396,311106.70933733834,29541.339158826042,29541.339158826042,0.07775008496805796,0.07775008496805796,0.8188042172043567,0.8188042172043567,False,False,0.0,0.0,1.084304789516153,15198.1,53647.69066266166,53647.69066266166,0.1724414454993015,0.1724414454993015,False,False
17327,downside_5pct,0.95,420000.0,399000.0,2015-03-09,400664.94377604965,411586.09380742186,482160.324218598,378782.48205066856,0.07970048612016983,1.0,0,411586.09380742186,378782.48205066856,-12586.093807421857,-12586.093807421857,0.03154409475544325,0.03154409475544325,0.949329528949044,0.949329528949044,False,False,0.0,0.0,0.9694205076488547,15960.0,4257.517949331435,4257.517949331435,0.01124000752696351,0.01124000752696351,False,False
17328,downside_5pct,0.95,580000.0,551000.0,2015-03-09,492633.7873738,574336.9822809261,674431.4060544787,518350.490364778,0.09748021395697515,1.0,0,574336.9822809261,518350.490364778,-23336.98228092608,-23336.98228092608,0.04235386983834134,0.04235386983834134,0.9407449915876188,0.9407449915876188,False,False,0.0,0.0,0.9593670910965102,22040.0,10609.509635222028,10609.509635222028,0.020467829841842755,0.020467829841842755,False,False
17329,downside_5pct,0.95,645000.0,612750.0,2015-03-09,579390.2020637088,609059.7239023253,747714.2582958825,553358.1292723829,0.09145506170241388,1.0,0,609059.7239023253,553358.1292723829,3690.2760976747377,3690.2760976747377,0.00602248241154588,0.00602248241154588,0.9030732423865898,0.9030732423865898,False,False,0.0,0.0,1.0060589724666584,24510.0,34881.87072761706,34881.87072761706,0.06303670061463386,0.06303670061463386,False,False
17330,downside_5pct,0.95,485000.0,460750.0,2015-03-09,434641.8350164981,541177.5403022119,554577.7660336072,496128.2736345349,0.08324304560481191,1.0,0,541177.5403022119,496128.2736345349,-80427.54030221188,-80427.54030221188,0.17455787368901116,0.17455787368901116,1.0767840990440258,1.0767840990440258,True,True,0.0,0.0,0.8513841866805884,18430.0,-53808.27363453491,-53808.27363453491,-0.10845637407508835,-0.10845637407508835,True,True
17331,downside_5pct,0.95,704111.0,668905.45,2015-03-09,512904.0497357504,669863.657715576,812278.7736121299,591464.2662483403,0.11703783384009778,1.0,0,669863.657715576,591464.2662483403,-958.2077155760489,-958.2077155760489,0.0014325009843708838,0.0014325009843708838,0.8842270103320885,0.8842270103320885,False,False,0.0,0.0,0.9985695481393276,26756.217999999997,50684.96575165971,50684.96575165971,0.0856940455137799,0.0856940455137799,False,False
17332,downside_5pct,0.95,415000.0,394250.0,2015-03-09,363270.2660061809,444603.41383386974,503923.2401014621,401275.29702788405,0.09745340556961092,1.0,0,444603.41383386974,401275.29702788405,-50353.41383386974,-50353.41383386974,0.1277195024321363,0.1277195024321363,1.0178193963928575,1.0178193963928575,True,True,0.0,0.0,0.8867453279324464,15770.0,-22795.29702788405,-22795.29702788405,-0.05680712766701918,-0.05680712766701918,True,True
17333,downside_5pct,0.95,315001.0,299250.95,2015-03-09,133023.53829279597,269739.74549422617,335701.94509922765,229278.78367009223,0.15000000000000002,1.0,0,269739.74549422617,229278.78367009223,29511.204505773843,29511.204505773843,0.09861691167822138,0.09861691167822138,0.7661756250735118,0.7661756250735118,False,False,0.0,0.0,1.109406214689283,11970.038,58002.12832990778,58002.12832990778,0.25297643070789605,0.25297643070789605,False,False
17334,downside_5pct,0.95,680000.0,646000.0,2015-03-09,502218.9622211654,615166.9791149935,789467.9175056005,541321.2868665785,0.1200417037251457,1.0,0,615166.9791149935,541321.2868665785,30833.020885006525,30833.020885006525,0.04772913449691413,0.04772913449691413,0.8379586484002763,0.8379586484002763,False,False,0.0,0.0,1.0501213848138669,25840.0,78838.7131334215,78838.7131334215,0.14564125787437057,0.14564125787437057,False,False
17335,downside_5pct,0.95,410000.0,389500.0,2015-03-09,260346.68803956124,343665.24963110656,591003.7428767206,292115.4621864406,0.15000000000000002,1.0,0,343665.24963110656,292115.4621864406,45834.75036889344,45834.75036889344,0.11767586744260189,0.11767586744260189,0.7499755126737885,0.7499755126737885,False,False,0.0,0.0,1.1333703376122342,15580.0,81804.53781355941,81804.53781355941,0.2800417930679351,0.2800417930679351,False,False
17336,downside_5pct,0.95,335000.0,318250.0,2015-03-09,220717.26845885738,308522.74608711014,383500.6857823542,268679.0961842301,0.12914331409338078,1.0,0,308522.74608711014,268679.0961842301,9727.253912889864,9727.253912889864,0.030564819836260373,0.030564819836260373,0.8442391081986806,0.8442391081986806,False,False,0.0,0.0,1.0315284822148685,12730.0,36840.90381576988,36840.90381576988,0.13711860855192287,0.13711860855192287,False,False
17337,downside_5pct,0.95,370000.0,351500.0,2015-03-09,291346.7349801217,379737.1845875371,409843.8404579218,342975.7595364902,0.09680754622694217,1.0,0,379737.1845875371,342975.7595364902,-28237.18458753708,-28237.18458753708,0.08033338431731743,0.08033338431731743,0.9757489602745097,0.9757489602745097,False,False,0.0,0.0,0.9256401908119487,14060.0,-5535.759536490194,-5535.759536490194,-0.01614038130266529,-0.01614038130266529,True,True
17338,downside_5pct,0.95,550000.0,522500.0,2015-03-09,566850.409867261,618482.9426989515,775248.5634231166,556299.0725306255,0.1005425790676884,1.0,0,618482.9426989515,556299.0725306255,-95982.94269895146,-95982.94269895146,0.18369941186402194,0.18369941186402194,1.0646872201543072,1.0646872201543072,True,True,0.0,0.0,0.844809070594415,20900.0,-54699.072530625504,-54699.072530625504,-0.09832673687877522,-0.09832673687877522,True,True
17339,downside_5pct,0.95,485000.0,460750.0,2015-03-09,431531.68588652334,472664.60657108505,635474.7770001348,418439.9125754891,0.11472129125335939,1.0,0,472664.60657108505,418439.9125754891,-11914.606571085053,-11914.606571085053,0.025859156963830825,0.025859156963830825,0.9081712698328575,0.9081712698328575,False,False,0.0,0.0,0.9747926830030308,18430.0,23880.087424510915,23880.087424510915,0.05706933470454448,0.05706933470454448,False,False
17340,downside_5pct,0.95,441000.0,418950.0,2015-03-09,320231.4802642912,435200.5367193074,600719.6539985554,371367.2838232024,0.1466754921243944,1.0,0,435200.5367193074,371367.2838232024,-16250.53671930742,-16250.53671930742,0.038788725908359994,0.038788725908359994,0.8864238783224786,0.8864238783224786,False,False,0.0,0.0,0.9626596583685084,16758.0,30824.716176797578,30824.716176797578,0.0830033164458083,0.0830033164458083,False,False
17341,downside_5pct,0.95,685530.0,651253.5,2015-03-09,519338.35041603167,619937.2271170602,800340.7280049537,546790.0091228689,0.11799133008087483,1.0,0,619937.2271170602,546790.0091228689,31316.272882939782,31316.272882939782,0.04808614906935591,0.04808614906935591,0.8395962695369298,0.8395962695369298,False,False,0.0,0.0,1.0505152320478834,26050.14,78413.35087713112,78413.35087713112,0.14340670013871978,0.14340670013871978,False,False
17342,downside_5pct,0.95,340000.0,323000.0,2015-03-09,169505.79307394047,259495.5985225795,440247.9286747295,220571.25874419257,0.15000000000000002,1.0,0,259495.5985225795,220571.25874419257,63504.4014774205,63504.4014774205,0.19660805410966098,0.19660805410966098,0.6828831540067881,0.6828831540067881,False,False,0.0,0.0,1.244722460954939,12920.0,89508.74125580743,89508.74125580743,0.40580419119616645,0.40580419119616645,False,False
17343,downside_5pct,0.95,525000.0,498750.0,2015-03-09,475166.34799088567,540497.49581365,651915.0597589208,486960.3142577622,0.09905167363503578,1.0,0,540497.49581365,486960.3142577622,-41747.49581364996,-41747.49581364996,0.08370425225794478,0.08370425225794478,0.9763615323463904,0.9763615323463904,False,False,0.0,0.0,0.9227609819897418,19950.0,-8160.31425776222,-8160.31425776222,-0.01675765769578243,-0.01675765769578243,True,True
17344,downside_5pct,0.95,620000.0,589000.0,2015-03-09,500790.0044400983,593568.5426342133,682328.7791932736,536659.2992895264,0.09587644771760975,1.0,0,593568.5426342133,536659.2992895264,-4568.542634213343,-4568.542634213343,0.007756439107323164,0.007756439107323164,0.9111363315611654,0.9111363315611654,False,False,0.0,0.0,0.9923032601863662,23560.0,28780.700710473582,28780.700710473582,0.05362937108995564,0.05362937108995564,False,False
17345,downside_5pct,0.95,525000.0,498750.0,2015-03-09,418411.3953809076,505928.30957300815,619341.7914210012,450492.33468834375,0.10957278696551126,1.0,0,505928.30957300815,450492.33468834375,-7178.309573008155,-7178.309573008155,0.014392600647635399,0.014392600647635399,0.9032427763174812,0.9032427763174812,False,False,0.0,0.0,0.9858116072234295,19950.0,28307.665311656252,28307.665311656252,0.06283717420239758,0.06283717420239758,False,False
17346,downside_5pct,0.95,629950.0,598452.5,2015-03-09,553428.6488139464,688604.5810859002,749549.6559778219,624756.2009570239,0.09272139901856324,1.0,0,688604.5810859002,624756.2009570239,-90152.0810859002,-90152.0810859002,0.15064199929969413,0.15064199929969413,1.0439528633551098,1.0439528633551098,True,True,0.0,0.0,0.8690800445391546,23938.100000000002,-50241.800957023894,-50241.800957023894,-0.08041825095943299,-0.08041825095943299,True,True
17347,downside_5pct,0.95,343000.0,325850.0,2015-03-09,321635.44974875276,339516.02229936444,400592.27611388103,310696.697229627,0.08488354945536664,1.0,0,339516.02229936444,310696.697229627,-13666.022299364442,-13666.022299364442,0.04193961116883364,0.04193961116883364,0.9534960786546786,0.9534960786546786,False,False,0.0,0.0,0.9597485202412198,13034.0,2119.302770373004,2119.302770373004,0.006821130669460217,0.006821130669460217,False,False
17348,downside_5pct,0.95,820000.0,779000.0,2015-03-09,738848.2091810799,839953.8520737803,1015111.0206865526,756516.7377442704,0.09933535529780621,1.0,0,839953.8520737803,756516.7377442704,-60953.85207378026,-60953.85207378026,0.07824627994066785,0.07824627994066785,0.9711383026242238,0.9711383026242238,False,False,0.0,0.0,0.9274319036417418,31160.0,-8676.737744270358,-8676.737744270358,-0.011469326865314386,-0.011469326865314386,True,True
17349,downside_5pct,0.95,275000.0,261250.0,2015-03-09,213656.5455839147,251973.73302478416,289817.59645097645,227950.88874348567,0.09533868468319903,1.0,0,251973.73302478416,227950.88874348567,9276.26697521584,9276.26697521584,0.03550724201039556,0.03550724201039556,0.8725392870564045,0.8725392870564045,False,False,0.0,0.0,1.0368144205503493,10450.0,22849.111256514327,22849.111256514327,0.10023699132064605,0.10023699132064605,False,False
17350,downside_5pct,0.95,450000.0,427500.0,2015-03-09,399066.5292164616,493751.0831727325,617641.0440967069,436277.35178205906,0.11640223859633939,1.0,0,493751.0831727325,436277.35178205906,-66251.0831727325,-66251.0831727325,0.15497329397130408,0.15497329397130408,1.0205318170340563,1.0205318170340563,True,True,0.0,0.0,0.8658208854003558,17100.0,-25877.351782059064,-25877.351782059064,-0.05931399298257869,-0.05931399298257869,True,True
17351,downside_5pct,0.95,365000.0,346750.0,2015-03-09,473948.47523768985,581656.7660148056,668559.6749779214,523382.2477530306,0.10018712351794715,1.0,0,581656.7660148056,523382.2477530306,-234906.76601480565,-234906.76601480565,0.6774528219605066,0.6774528219605066,1.5093936488912203,1.5093936488912203,True,True,0.0,0.0,0.5961419521958655,13870.0,-190502.24775303062,-190502.24775303062,-0.363983013506647,-0.363983013506647,True,True
17352,downside_5pct,0.95,315500.0,299725.0,2015-03-09,218774.85568568332,312151.91822466755,355502.74578419223,276035.1387986578,0.1157025708232717,1.0,0,312151.91822466755,276035.1387986578,-12426.918224667548,-12426.918224667548,0.04146106672672466,0.04146106672672466,0.9209613438940956,0.9209613438940956,False,False,0.0,0.0,0.9601895183110057,11989.0,11700.861201342195,11700.861201342195,0.04238902790516426,0.04238902790516426,False,False
